Video 1
0.507964
0.438193
0.040582
0.237437
0.065278
0.133481
0.175177
0.166361
0.023383
0.185454
0.189337
0.198250
0.290690
0.340374
0.014699
0.399249
0.411527
0.566268
0.538863
0.352998
0.023131
0.277001
0.196513
0.217773
0.315334
0.358203
0.015530
0.474472
0.590084
0.554446
0.553324
0.528745
0.015539
0.390715
0.396953
0.466519
0.388653
0.407889
0.025969
0.701319
0.678755
0.411164
0.517402
0.478777
0.028983
0.431661
0.378753
0.367794
0.505398
0.788616
0.031300
0.337591
0.364299
0.440013
0.468008
0.420017
0.012804
0.507141
0.593213
0.518263
0.507255
0.470383
0.011816
0.662116
0.716309
0.556014
0.379089
0.202473
0.023025
0.110769
0.095043
0.154910
0.205528
0.172409
0.023210
0.121901
0.095944
0.105005
0.130043
0.122244
0.015850
0.092580
0.068476
0.056163
0.086966
0.120466
0.013056
0.112096
0.114374
0.136790
0.147639
0.197548
0.016345
0.260908
0.302133
0.283775
0.239107
0.154222
0.017918
0.118133
0.261835
0.458954
0.472080
0.372776
0.011898
0.080569
0.238596
0.308905
0.304403
0.254880
0.006095
0.169448
0.140765
0.240283
0.397665
0.388986
0.010382
0.387371
0.380962
0.186468
0.133242
0.135009
0.011655
0.172057
0.160360
0.121643
0.089792
0.107735
0.013768
0.164243
0.161942
0.162603
0.144070
0.097654
0.013513
0.096412
0.172544
0.231605
0.327672
0.398957
0.016117
0.386727
0.359188
0.309989
0.305887
0.365745
0.009403
0.254890
0.301342
0.289780
0.319194
0.287161
0.020687
0.284273
0.374386
0.295862
0.379829
0.311444
0.017387
0.309177
0.544372
0.787469
1.464761
0.591298
0.024431
0.286319
0.140415
0.129612
0.117722
0.090968
0.017063
0.083764
0.107445
0.119392
0.162727
0.129025
0.006045
0.125943
0.116930
0.078264
0.070247
0.035544
0.010338
0.031721
0.083817
0.112997
0.103100
0.058968
0.014582
0.030263
0.090231
0.095051
0.076700
0.060181
0.016106
0.129248
0.230440
0.340064
0.431537
0.490038
0.011566
0.403825
0.328755
0.174528
0.093242
0.242923
0.008894
0.295639
0.241948
0.151558
0.180960
0.122903
0.024695
0.071415
0.090141
0.124361
0.163114
0.207207
0.015361
0.308924
0.362262
0.241906
0.262723
0.373058
0.017932
0.346261
0.283800
0.199552
0.158690
0.112015
0.018183
0.063651
0.082773
0.064917
0.054240
0.062490
0.010422
0.058581
0.069839
0.066001
0.073616
0.059234
0.010280
0.093670
0.099171
0.103808
0.103507
0.081507
0.017732
0.163535
0.079404
0.098448
0.089473
0.080003
0.017133
0.050179
0.087716
0.103240
0.139111
0.153477
0.018760
0.171088
0.183162
0.222894
0.300232
0.316700
0.019002
0.288453
0.234216
0.181493
0.189690
0.262780
0.013821
0.248618
0.182913
0.153004
0.115448
0.139627
0.005031
0.112711
0.088520
0.070634
0.087393
0.127272
0.029288
0.142906
0.146696
0.148486
0.165590
0.201021
0.007645
0.263613
0.290228
0.223694
0.187456
0.162225
0.013476
0.118235
0.184595
0.165574
0.147598
0.349511
0.009600
0.142695
0.172053
0.265456
0.271414
0.257329
0.013346
0.433015
0.365938
0.300324
0.394278
0.231904
0.007771
0.230064
0.157477
0.147518
0.132141
0.105288
0.013398
0.093811
0.086629
0.080532
0.077337
0.075555
0.012532
0.082889
0.080209
0.115071
0.095507
0.109759
0.016910
0.098425
0.096169
0.123819
0.131634
0.110382
0.010262
0.151227
0.175976
0.209799
0.217134
0.203160
0.017633
0.167896
0.192967
0.198239
0.160943
0.214087
0.019907
0.248474
0.251265
0.446827
0.336435
0.272426
0.015389
0.113087
0.149524
0.230637
0.282018
0.213354
0.013403
0.105810
0.149873
0.351891
0.447153
0.198590
0.011283
0.308351
0.556850
0.631418
0.460561
0.327542
0.014831
0.218395
0.084157
0.199150
0.399707
0.571776
0.010502
0.536909
0.481755
0.198061
0.096166
0.076011
0.008109
0.098869
0.101302
0.093526
0.114727
0.091772
0.019858
0.087695
0.094163
0.082170
0.075019
0.100975
0.011113
0.155672
0.181021
0.180381
0.164831
0.175769
0.028999
0.259354
0.278163
0.268065
0.284493
0.294483
0.014523
0.309363
0.353781
0.397861
0.446078
0.434336
0.024365
0.342065
0.213826
0.214248
0.340792
0.478711
0.032212
0.668718
0.472494
0.420565
0.286510
0.260164
0.019991
0.353952
0.396648
0.351530
0.361995
0.314732
0.023021
0.261784
0.257268
0.279276
0.260920
0.321960
0.021327
0.349619
0.404384
0.314822
0.327344
0.239827
0.031279
0.179258
0.261679
0.355946
0.369271
0.263755
0.031014
0.203685
0.137581
0.108683
0.156886
0.134882
0.028046
0.135178
0.151272
0.140233
0.143478
0.147812
0.022886
0.137103
0.129256
0.117582
0.109812
0.097662
0.021121
0.093294
0.081235
0.077158
0.100523
0.090549
0.008394
0.129259
0.166254
0.151756
0.154584
0.154167
0.019875
0.129899
0.116809
0.126843
0.183872
0.226514
0.009760
0.280149
0.238637
0.206860
0.181925
0.173588
0.012891
0.199192
0.236150
0.285983
0.294894
0.345860
0.010119
0.268859
0.230996
0.222266
0.317109
0.258860
0.025552
0.239685
0.223822
0.162411
0.161347
0.173372
0.015361
0.192034
0.210989
0.194425
0.190964
0.145532
0.023501
0.209329
0.292620
0.290549
0.315084
0.177005
0.019860
0.196803
0.268269
0.362839
0.463660
0.520141
0.024191
0.367373
0.298199
0.254071
0.326553
0.414954
0.018400
0.496197
0.653708
0.736300
0.696636
0.250214
0.019229
0.197187
0.136993
0.151552
0.186278
0.117986
0.020109
0.102611
0.182164
0.232953
0.213916
0.172270
0.016189
0.080779
0.037554
0.037111
0.062763
0.052864
0.015390
0.046897
0.054541
0.053343
0.056202
0.037518
0.013290
0.042565
0.077216
0.098663
0.100957
0.099111
0.013465
0.089935
0.064422
0.058032
0.071828
0.060126
0.010718
0.094008
0.133625
0.201791
0.292413
0.336794
0.015067
0.350337
0.371086
0.345082
0.357123
0.291406
0.022610
0.198098
0.152897
0.100489
0.125908
0.172650
0.025638
0.221378
0.205186
0.175846
0.150611
0.122553
0.020104
0.100457
0.142717
0.120008
0.122936
0.135178
0.025093
0.192103
0.208062
0.306121
0.392837
0.312730
0.018320
0.346122
0.385473
0.385880
0.350702
0.282610
0.021178
0.231053
0.253257
0.209774
0.175414
0.141689
0.021612
0.095406
0.103542
0.086736
0.114933
0.100365
0.024456
0.090141
0.097292
0.107598
0.138300
0.127199
0.019207
0.115711
0.107974
0.122176
0.215692
0.250541
0.022257
0.217065
0.260329
0.111532
0.207649
0.240263
0.023481
0.223073
0.206205
0.172716
0.175131
0.284764
0.021161
0.261718
0.352187
0.513867
0.475332
0.279668
0.013820
0.140978
0.120567
0.183480
0.230663
0.192112
0.016863
0.086273
0.063578
0.117397
0.110630
0.063549
0.013168
0.032624
0.027566
0.021132
0.042368
0.055543
0.022902
0.076706
0.106198
0.124285
0.123583
0.098371
0.012765
0.092761
0.096761
0.160885
0.252180
0.280864
0.015253
0.212127
0.188307
0.181454
0.108786
0.098209
0.011843
0.226016
0.194076
0.196865
0.236922
0.100432
0.012361
0.123124
0.088149
0.047448
0.071413
0.049176
0.010566
0.199708
0.246549
0.267296
0.276812
0.341031
0.015077
0.510858
0.257400
0.184762
0.125215
0.078950
0.017759
0.077345
0.098410
0.106785
0.126349
0.074771
0.011505
0.050249
0.076426
0.092039
0.098951
0.084880
0.017294
0.075991
0.060780
0.056826
0.101223
0.104742
0.021945
0.122929
0.113026
0.106238
0.156447
0.150067
0.014811
0.150323
0.158058
0.327283
0.224733
0.196444
0.020229
0.225165
0.209078
0.229531
0.268441
0.280652
0.025214
0.274976
0.254567
0.178801
0.208949
0.211213
0.019770
0.263195
0.271713
0.259927
0.254620
0.225905
0.016576
0.190912
0.148224
0.111040
0.092579
0.102603
0.019149
0.145103
0.146377
0.122244
0.099957
0.085640
0.026201
0.079942
0.083056
0.072652
0.048662
0.043446
0.032446
0.047636
0.054250
0.057880
0.074533
0.076013
0.019575
0.097171
0.133929
0.175898
0.234057
0.258266
0.023336
0.299263
0.330060
0.271445
0.210089
0.126838
0.018598
0.081523
0.081404
0.083818
0.093332
0.088885
0.017108
0.088513
0.101697
0.076305
0.058491
0.050147
0.015627
0.026743
0.032977
0.038543
0.059668
0.065846
0.020524
0.061102
0.125511
0.170229
0.308344
0.715652
0.021606
0.399462
0.492049
0.447375
0.246115
0.147801
0.018372
0.107477
0.123848
0.122151
0.108544
0.074553
0.025824
0.037778
0.138251
0.264224
0.431699
0.356652
0.020683
0.389287
0.353798
0.383672
0.343233
0.255635
0.008896
0.244237
0.186230
0.123040
0.152333
0.229122
0.009137
0.371354
0.225999
0.286456
0.437851
0.332170
0.005946
0.196138
0.146040
0.128599
0.119274
0.131947
0.017177
0.188407
0.257507
0.390951
0.579874
0.663129
0.018122
1.110814
0.906177
0.371396
0.259897
0.264120
0.015685
0.218776
0.268558
0.316235
0.399177
0.368855
0.019953
0.423422
0.420075
0.384443
0.377988
0.389996
0.017709
0.482467
0.502925
0.510804
0.563953
0.584483
0.016699
0.631960
0.621655
0.565067
0.621053
0.575355
0.019851
0.557437
0.493571
0.503826
0.587813
0.744945
0.020204
0.638294
0.434926
0.383993
0.424933
0.398574
0.017768
0.384405
0.381841
0.354934
0.433455
0.429426
0.009751
0.488392
0.475033
0.433472
0.408585
0.404240
0.016070
0.412704
0.396645
0.373248
0.390900
0.344384
0.022104
0.328320
0.328815
0.299392
0.286931
0.248991
0.021848
0.247910
0.218482
0.210018
0.260570
0.213888
0.026416
0.223034
0.168460
0.163231
0.207153
0.219795
0.025416
0.214454
0.189804
0.225258
0.258624
0.255475
0.028680
0.204541
0.205953
0.239252
0.294875
0.392100
0.025500
0.492983
0.396286
0.563393
0.943884
0.606121
0.019199
0.333506
0.434335
0.532044
0.543995
0.384581
0.017170
0.328647
0.443017
0.373639
0.356899
0.191219
0.024260
0.266015
0.231981
0.187690
0.273324
0.238950
0.020556
0.323248
0.266420
0.284487
0.252881
0.352138
0.001195
0.287502
0.274615
0.235731
0.211456
0.212884
0.025000
0.270277
0.268262
0.242584
0.220447
0.238318
0.018563
0.312914
0.357875
0.348888
0.311442
0.262054
0.023162
0.212404
0.184948
0.179951
0.178513
0.142138
0.026227
0.119140
0.109002
0.083088
0.086994
0.090442
0.025718
0.123873
0.165489
0.184705
0.212389
0.208410
0.024487
0.223037
0.221239
0.167336
0.110468
0.089115
0.029409
0.082648
0.075979
0.072868
0.065509
0.066280
0.023768
0.087548
0.067155
0.049544
0.071944
0.081090
0.018363
0.092851
0.082797
0.067632
0.091586
0.120080
0.018708
0.117332
0.176999
0.183530
0.145085
0.075900
0.029958
0.145437
0.213653
0.258599
0.282592
0.252033
0.021390
0.279308
0.365595
0.388174
0.398162
0.297902
0.022804
0.351630
0.389994
0.381815
0.326201
0.231955
0.018402
0.235606
0.235921
0.206708
0.258012
0.282624
0.024015
0.303332
0.258954
0.248615
0.247130
0.180820
0.021691
0.153490
0.152114
0.160475
0.200376
0.142287
0.036268
0.107265
0.204338
0.237534
0.259327
0.292679
0.017765
0.380078
0.421077
0.331174
0.337192
0.321041
0.016823
0.333545
0.293839
0.324331
0.380454
0.343708
0.014050
0.284033
0.247509
0.242923
0.283150
0.320409
0.018098
0.226984
0.285403
0.277295
0.267749
0.198837
0.018252
0.195106
0.257613
0.229707
0.121539
0.156020
0.026987
0.221649
0.215987
0.182371
0.231657
0.220577
0.026807
0.224537
0.269998
0.322055
0.375154
0.342199
0.016515
0.456257
0.487250
0.501980
0.455430
0.359665
0.032281
0.365949
0.346061
0.477625
0.487935
0.362307
0.022985
0.363811
0.250163
0.214278
0.183369
0.180673
0.014570
0.204847
0.179855
0.124561
0.130985
0.103746
0.024863
0.061566
0.077247
0.076082
0.094127
0.085003
0.023298
0.086269
0.085156
0.081912
0.121317
0.114676
0.020798
0.130565
0.131490
0.133816
0.228133
0.275554
0.026527
0.391924
0.362477
0.363469
0.353999
0.294942
0.017149
0.243227
0.292972
0.351157
0.439312
0.355786
0.016566
0.242949
0.248978
0.201140
0.142901
0.118836
0.021634
0.219844
0.207930
0.218014
0.242823
0.233097
0.034126
0.274621
0.277774
0.315257
0.346530
0.324153
0.041039
0.286132
0.237560
0.252599
0.344346
0.483957
0.028836
0.701614
0.698142
0.651656
0.651185
0.626957
0.016213
0.593899
0.512201
0.417440
0.346673
0.327341
0.017196
0.355949
0.394050
0.408306
0.420757
0.405532
0.012172
0.405817
0.394584
0.365823
0.349269
0.475226
0.013705
0.295162
0.266330
0.278811
0.273255
0.223433
0.007376
0.189591
0.166839
0.288652
0.460112
0.493987
0.012801
0.382868
0.295354
0.246550
0.317989
0.251102
0.021403
0.257924
0.314837
0.359197
0.371260
0.319468
0.021745
0.336695
0.339753
0.290473
0.226698
0.175755
0.016329
0.164908
0.201394
0.214938
0.240218
0.266475
0.019956
0.191055
0.165323
0.159915
0.172884
0.151099
0.022674
0.133721
0.115897
0.167493
0.222651
0.264515
0.020654
0.310873
0.298268
0.297263
0.328694
0.297165
0.019768
0.225165
0.250666
0.227007
0.231554
0.163941
0.024777
0.180749
0.237281
0.277696
0.435802
0.494792
0.033314
0.405907
0.446779
0.566686
0.546733
0.519048
0.005750
0.574773
0.490274
0.449216
0.336850
0.267134
0.030230
0.267655
0.287340
0.299798
0.312496
0.284045
0.012641
0.352772
0.347761
0.299767
0.240900
0.182049
0.027872
0.161146
0.135248
0.137740
0.184848
0.148545
0.026805
0.155812
0.190550
0.193798
0.237865
0.238675
0.019964
0.302984
0.266884
0.244630
0.214653
0.204538
0.037548
0.159780
0.211837
0.187275
0.218978
0.200096
0.027842
0.175645
0.177205
0.163519
0.166513
0.169113
0.013884
0.184553
0.167786
0.172275
0.164409
0.145598
0.026427
0.168902
0.150398
0.123592
0.159444
0.114136
0.024586
0.155724
0.165277
0.151185
0.188754
0.143976
0.026782
0.199440
